batch_index,train_step,train_steps,mini_batch_size,loss,entropy,kl,explained_var_old,explained_var_new,episode_len,data_buffer_size
5,47,51,32,5.805458,4.777885,0.000258,0.236042,0.236364,38,1656
5,48,51,32,6.465705,4.777350,0.000237,-0.515794,-0.512099,38,1656
5,49,51,32,6.241207,4.778236,0.000238,-0.092994,-0.091150,38,1656
5,50,51,32,6.533247,4.776402,0.000226,-0.289365,-0.287772,38,1656
6,0,58,32,6.114517,4.776219,0.000241,-0.188187,-0.185985,28,1880
6,1,58,32,6.125456,4.776602,0.000234,-0.023562,-0.022244,28,1880
6,2,58,32,6.817532,4.778195,0.000304,-0.627066,-0.622412,28,1880
6,3,58,32,6.510334,4.778710,0.000277,-0.316467,-0.312991,28,1880
6,4,58,32,6.370029,4.778455,0.000293,-0.330276,-0.325982,28,1880
6,5,58,32,6.177795,4.778205,0.000267,-0.226282,-0.222014,28,1880
6,6,58,32,6.274704,4.777972,0.000175,-0.224780,-0.220476,28,1880
6,7,58,32,6.385451,4.777818,0.000152,-0.563640,-0.554487,28,1880
6,8,58,32,6.420708,4.777298,0.000159,-0.368179,-0.360896,28,1880
6,9,58,32,6.578801,4.776799,0.000218,-0.446710,-0.438325,28,1880
6,10,58,32,6.118628,4.776628,0.000221,-0.255378,-0.248118,28,1880
6,11,58,32,6.499171,4.776874,0.000314,-0.399225,-0.391596,28,1880
6,12,58,32,6.160617,4.776169,0.000230,-0.374118,-0.364670,28,1880
6,13,58,32,6.206435,4.776180,0.000188,-0.209248,-0.202369,28,1880
6,14,58,32,6.408006,4.776424,0.000231,0.015858,0.018794,28,1880
6,15,58,32,6.182933,4.775976,0.000239,-0.245081,-0.238809,28,1880
6,16,58,32,6.409008,4.774981,0.000325,-0.094374,-0.090781,28,1880
6,17,58,32,5.901252,4.774835,0.000301,0.245843,0.246126,28,1880
6,18,58,32,5.802809,4.774183,0.000222,0.173359,0.174052,28,1880
6,19,58,32,6.606441,4.773766,0.000215,-0.521853,-0.516632,28,1880
6,20,58,32,6.102950,4.774219,0.000179,0.109111,0.109840,28,1880
6,21,58,32,6.659512,4.774489,0.000157,-0.523253,-0.520504,28,1880
6,22,58,32,6.365669,4.775516,0.000147,-0.326181,-0.323561,28,1880
6,23,58,32,6.074953,4.776155,0.000163,0.113907,0.114324,28,1880
6,24,58,32,6.615152,4.776922,0.000160,-0.491934,-0.488916,28,1880
6,25,58,32,6.134186,4.777859,0.000175,0.119426,0.119707,28,1880
6,26,58,32,6.678601,4.778741,0.000247,-0.237560,-0.236815,28,1880
6,27,58,32,6.516691,4.778526,0.000252,0.021348,0.021082,28,1880
6,28,58,32,6.218784,4.779651,0.000213,-0.121353,-0.121611,28,1880
6,29,58,32,6.616635,4.780456,0.000247,0.041974,0.040888,28,1880
6,30,58,32,6.494431,4.781042,0.000222,-0.130987,-0.132490,28,1880
6,31,58,32,6.320635,4.780796,0.000205,-0.085898,-0.086438,28,1880
6,32,58,32,6.152572,4.780241,0.000179,-0.075950,-0.077072,28,1880
6,33,58,32,6.990861,4.780126,0.000210,-0.367992,-0.371166,28,1880
6,34,58,32,6.300789,4.778485,0.000178,-0.108819,-0.095707,28,1880
6,35,58,32,6.735828,4.779229,0.000146,-0.204759,-0.203227,28,1880
6,36,58,32,6.382312,4.778930,0.000140,-0.181143,-0.178059,28,1880
6,37,58,32,6.207963,4.779812,0.000167,0.078952,0.084001,28,1880
6,38,58,32,6.270655,4.778697,0.000207,-0.277443,-0.255588,28,1880
6,39,58,32,6.326422,4.778629,0.000156,-0.244931,-0.257567,28,1880
6,40,58,32,6.125915,4.780345,0.000198,-0.089673,-0.100524,28,1880
6,41,58,32,6.499975,4.779566,0.000172,-0.149271,-0.147725,28,1880
6,42,58,32,6.175334,4.780078,0.000263,-0.239577,-0.224173,28,1880
6,43,58,32,6.173569,4.780987,0.000162,-0.098401,-0.125139,28,1880
6,44,58,32,5.872613,4.781621,0.000193,-0.006877,0.029643,28,1880
6,45,58,32,5.922405,4.781381,0.000129,-0.003463,0.029291,28,1880
6,46,58,32,6.388492,4.782415,0.000263,-0.403049,-0.399441,28,1880
6,47,58,32,6.047264,4.782886,0.000292,-0.117501,-0.074383,28,1880
6,48,58,32,6.021068,4.783041,0.000846,-0.158854,-0.042548,28,1880
6,49,58,32,6.041225,4.782996,0.002007,0.085786,0.067379,28,1880
6,50,58,32,5.839285,4.784920,0.001274,0.150131,0.107187,28,1880
6,51,58,32,6.268906,4.786114,0.000216,-0.202673,-0.178791,28,1880
6,52,58,32,6.089217,4.785418,0.000260,-0.246151,-0.298314,28,1880
6,53,58,32,6.116830,4.786619,0.000069,-0.250882,-0.252427,28,1880
6,54,58,32,6.267805,4.786665,0.000242,-0.082692,-0.101284,28,1880
6,55,58,32,5.941442,4.785627,0.000338,-0.242090,-0.223046,28,1880
6,56,58,32,5.943893,4.785427,0.000469,-0.099143,0.039108,28,1880
6,57,58,32,6.333844,4.784960,0.000236,-0.373550,-0.362898,28,1880
7,0,62,32,5.994447,4.784512,0.000265,-0.144889,-0.112901,39,2000
7,1,62,32,6.024061,4.785040,0.000563,-0.533739,-0.498371,39,2000
7,2,62,32,6.219013,4.784515,0.000065,-0.226191,-0.195949,39,2000
7,3,62,32,5.826609,4.785476,0.000089,0.125196,0.137524,39,2000
7,4,62,32,6.110323,4.784961,0.000284,-0.162386,-0.124308,39,2000
7,5,62,32,6.270629,4.785541,0.001591,-0.291568,-0.258629,39,2000
7,6,62,32,5.902513,4.785288,0.001312,0.146600,0.132224,39,2000
7,7,62,32,5.884966,4.786689,0.001487,-0.034531,-0.043508,39,2000
7,8,62,32,5.912979,4.787304,0.000472,-0.204366,-0.147411,39,2000
7,9,62,32,5.815245,4.786539,0.000348,-0.142547,-0.106937,39,2000
7,10,62,32,5.981404,4.787457,0.000269,-0.154010,-0.146393,39,2000
7,11,62,32,6.041048,4.787589,0.000416,-0.040760,-0.072130,39,2000
7,12,62,32,6.066932,4.786782,0.000602,0.029629,0.103013,39,2000
7,13,62,32,5.830359,4.786872,0.001117,0.165411,0.159042,39,2000
7,14,62,32,6.003065,4.785254,0.000635,-0.089051,-0.061524,39,2000
7,15,62,32,6.125017,4.785079,0.000358,-0.075832,-0.092990,39,2000
7,16,62,32,6.274847,4.784237,0.000166,-0.392299,-0.396129,39,2000
7,17,62,32,6.120720,4.783554,0.000784,-0.101401,-0.134910,39,2000
7,18,62,32,6.146731,4.783575,0.000360,-0.132661,-0.134934,39,2000
7,19,62,32,6.162347,4.782295,0.000782,-0.379027,-0.312671,39,2000
7,20,62,32,5.984863,4.782680,0.000193,-0.104739,-0.077749,39,2000
7,21,62,32,6.200107,4.782035,0.000507,0.107486,0.114230,39,2000
7,22,62,32,6.065832,4.781256,0.000501,-0.107337,-0.093628,39,2000
7,23,62,32,6.104470,4.781825,0.000199,0.000111,-0.007658,39,2000
7,24,62,32,5.721978,4.781715,0.000249,0.135605,0.149193,39,2000
7,25,62,32,5.917622,4.782446,0.000051,0.223127,0.224294,39,2000
7,26,62,32,5.989211,4.782674,0.000097,0.029801,0.025832,39,2000
7,27,62,32,5.966780,4.782057,0.000089,0.037931,0.045870,39,2000
7,28,62,32,6.167244,4.782082,0.000273,-0.230170,-0.217021,39,2000
7,29,62,32,6.022287,4.781791,0.000156,-0.108975,-0.052800,39,2000
7,30,62,32,6.153658,4.782221,0.000045,-0.167921,-0.161660,39,2000
7,31,62,32,6.046757,4.782227,0.000112,0.015323,0.012268,39,2000
7,32,62,32,5.995697,4.782728,0.000166,-0.075509,-0.052380,39,2000
7,33,62,32,6.004156,4.782632,0.000092,-0.026126,-0.017847,39,2000
7,34,62,32,5.795909,4.782718,0.000081,0.128515,0.123106,39,2000
7,35,62,32,6.068573,4.782708,0.000035,-0.000381,-0.000947,39,2000
7,36,62,32,5.953011,4.783410,0.000034,-0.082441,-0.087318,39,2000
7,37,62,32,6.230609,4.783571,0.000033,0.000984,0.010164,39,2000
7,38,62,32,6.073317,4.783912,0.000094,-0.038393,0.000931,39,2000
7,39,62,32,5.944974,4.784659,0.000092,-0.056470,-0.040005,39,2000
7,40,62,32,5.940179,4.784677,0.000063,0.007192,0.011840,39,2000
7,41,62,32,5.885772,4.784846,0.000036,0.069505,0.059416,39,2000
7,42,62,32,6.083786,4.785774,0.000023,-0.048975,-0.031678,39,2000
7,43,62,32,6.158098,4.786039,0.000053,-0.006106,0.000000,39,2000
7,44,62,32,5.878816,4.785889,0.000037,0.000827,0.000000,39,2000
7,45,62,32,5.958163,4.786355,0.000023,0.000000,0.000000,39,2000
7,46,62,32,5.894566,4.786659,0.000029,0.004671,0.000322,39,2000
7,47,62,32,5.990001,4.787083,0.000023,0.000000,0.000000,39,2000
7,48,62,32,6.044603,4.787634,0.000014,0.000000,0.000000,39,2000
7,49,62,32,5.917925,4.787890,0.000025,0.000000,0.000000,39,2000
7,50,62,32,5.870301,4.788424,0.000012,0.000000,0.000000,39,2000
7,51,62,32,5.902671,4.788402,0.000013,0.000000,0.000000,39,2000
7,52,62,32,5.964721,4.788650,0.000016,0.000000,0.000000,39,2000
7,53,62,32,6.146309,4.788082,0.000018,0.000000,0.000000,39,2000
7,54,62,32,6.099766,4.788078,0.000013,-0.005637,-0.006204,39,2000
7,55,62,32,5.873173,4.787732,0.000015,0.000000,0.000000,39,2000
7,56,62,32,6.023323,4.787178,0.000070,0.006188,0.000000,39,2000
7,57,62,32,5.949543,4.787342,0.000040,0.000000,0.000028,39,2000
7,58,62,32,5.900136,4.787200,0.000136,0.000000,0.000197,39,2000
7,59,62,32,6.002375,4.787734,0.000385,-0.000082,0.024395,39,2000
7,60,62,32,6.330739,4.788445,0.000975,-0.038945,-0.189308,39,2000
7,61,62,32,6.013667,4.786297,0.000206,0.039532,0.085537,39,2000
8,0,62,32,6.570083,4.785185,0.001869,-0.158701,0.000659,42,2000
8,1,62,32,5.989813,4.780870,0.000466,0.000322,0.000056,42,2000
8,2,62,32,5.935570,4.780594,0.000908,0.000075,-0.063823,42,2000
8,3,62,32,6.292888,4.782649,0.000307,-0.386593,-0.496191,42,2000
8,4,62,32,6.129766,4.783073,0.001219,-0.264248,-0.144709,42,2000
8,5,62,32,5.950531,4.782941,0.001114,-0.293994,-0.002379,42,2000
8,6,62,32,5.931293,4.782314,0.000906,0.045221,0.182007,42,2000
8,7,62,32,6.130376,4.785434,0.000196,-0.450983,-0.435130,42,2000
8,8,62,32,6.131661,4.785180,0.000291,-0.770897,-0.776986,42,2000
8,9,62,32,6.071392,4.786340,0.000151,-0.075671,-0.020673,42,2000
8,10,62,32,6.012640,4.786146,0.000153,-0.143541,-0.103756,42,2000
8,11,62,32,5.991587,4.787359,0.000091,0.041721,0.018214,42,2000
8,12,62,32,5.904460,4.787647,0.000176,-0.143020,-0.115738,42,2000
8,13,62,32,5.960435,4.786011,0.000029,-0.004940,-0.016487,42,2000
8,14,62,32,6.057508,4.787271,0.000073,0.093850,0.123229,42,2000
8,15,62,32,6.069880,4.786105,0.000021,-0.160285,-0.146899,42,2000
8,16,62,32,6.049182,4.785923,0.000206,0.110300,0.108494,42,2000
8,17,62,32,6.079881,4.785764,0.000295,-0.126472,-0.277971,42,2000
8,18,62,32,5.909676,4.787157,0.000121,0.093376,0.071526,42,2000
8,19,62,32,5.854103,4.786983,0.000058,-0.013570,-0.034281,42,2000
8,20,62,32,6.181601,4.785172,0.000089,-0.206812,-0.220234,42,2000
8,21,62,32,5.967079,4.786679,0.000044,-0.152321,-0.153634,42,2000
8,22,62,32,6.022827,4.785981,0.000036,-0.181084,-0.159001,42,2000
8,23,62,32,5.884273,4.785456,0.000044,0.131713,0.123684,42,2000
8,24,62,32,6.215077,4.784495,0.000034,-0.490761,-0.496245,42,2000
8,25,62,32,5.992333,4.784949,0.000077,-0.303658,-0.309954,42,2000
8,26,62,32,6.090228,4.784048,0.000059,-0.270793,-0.271820,42,2000
8,27,62,32,5.936479,4.783715,0.000058,-0.339081,-0.336211,42,2000
8,28,62,32,6.158060,4.783240,0.000108,-0.191892,-0.191375,42,2000
8,29,62,32,5.954773,4.782775,0.000038,0.007261,0.008387,42,2000
8,30,62,32,6.145408,4.782841,0.000048,-0.201974,-0.189734,42,2000
8,31,62,32,6.006511,4.783262,0.000024,-0.017909,-0.018189,42,2000
8,32,62,32,5.997065,4.782685,0.000151,-0.342863,-0.328252,42,2000
8,33,62,32,6.080032,4.781493,0.000235,-0.283619,-0.287977,42,2000
8,34,62,32,5.990103,4.780540,0.000075,-0.043701,0.009965,42,2000
8,35,62,32,6.268091,4.780654,0.000074,-0.376875,-0.352627,42,2000
8,36,62,32,5.923683,4.781559,0.000049,0.068588,0.069174,42,2000
8,37,62,32,5.967209,4.782075,0.000034,-0.042735,-0.024535,42,2000
8,38,62,32,6.080537,4.782040,0.000025,-0.196458,-0.189483,42,2000
8,39,62,32,6.066277,4.782654,0.000020,-0.087628,-0.082954,42,2000
8,40,62,32,5.917444,4.782393,0.000075,-0.021039,0.069429,42,2000
8,41,62,32,6.146450,4.782904,0.000084,-0.146897,-0.137101,42,2000
8,42,62,32,6.051496,4.782478,0.000163,-0.209628,0.064483,42,2000
8,43,62,32,6.180406,4.782213,0.000184,-0.080835,0.037869,42,2000
8,44,62,32,5.925276,4.784228,0.000318,0.017208,0.067864,42,2000
8,45,62,32,6.083876,4.784380,0.000130,0.031477,0.058660,42,2000
8,46,62,32,6.290554,4.782259,0.000245,-0.127588,-0.117351,42,2000
8,47,62,32,6.045352,4.782593,0.000166,-0.044323,-0.121789,42,2000
8,48,62,32,6.231418,4.781595,0.000251,-0.164693,-0.094917,42,2000
8,49,62,32,6.227494,4.783994,0.000141,-0.041173,-0.066220,42,2000
8,50,62,32,6.038707,4.786046,0.000120,0.039087,0.033372,42,2000
8,51,62,32,6.052762,4.787505,0.000214,-0.010163,-0.026566,42,2000
8,52,62,32,6.010934,4.788407,0.000173,-0.028942,-0.037140,42,2000
8,53,62,32,5.988577,4.787625,0.000302,-0.039519,0.019583,42,2000
8,54,62,32,5.934278,4.788885,0.000315,-0.002635,-0.002690,42,2000
8,55,62,32,5.840346,4.790154,0.000189,0.089978,0.112084,42,2000
8,56,62,32,6.037794,4.790289,0.000211,-0.075867,-0.054664,42,2000
8,57,62,32,6.059689,4.790372,0.000111,-0.333815,-0.329521,42,2000
8,58,62,32,6.132872,4.791177,0.000137,-0.273119,-0.306233,42,2000
8,59,62,32,6.092302,4.790757,0.000070,-0.420477,-0.420923,42,2000
8,60,62,32,5.956236,4.791201,0.000089,0.046979,0.082896,42,2000
8,61,62,32,6.015815,4.790784,0.000027,0.135225,0.136168,42,2000
9,0,62,32,5.892746,4.790947,0.000034,0.061771,0.049424,38,2000
9,1,62,32,5.875945,4.790998,0.000021,0.361113,0.360731,38,2000
9,2,62,32,5.944821,4.790555,0.000046,-0.511716,-0.503911,38,2000
9,3,62,32,6.180890,4.790227,0.000071,0.162593,0.156248,38,2000
9,4,62,32,5.853572,4.789970,0.000024,0.086650,0.086817,38,2000
9,5,62,32,6.077766,4.789636,0.000037,0.180050,0.166640,38,2000
9,6,62,32,5.957696,4.789570,0.000033,0.035863,0.013325,38,2000
9,7,62,32,5.773665,4.789230,0.000023,0.190781,0.185028,38,2000
9,8,62,32,5.878844,4.788277,0.000086,0.169130,0.120627,38,2000
9,9,62,32,5.994413,4.787717,0.000019,0.003634,-0.019499,38,2000
9,10,62,32,5.798441,4.786725,0.000028,0.387751,0.373862,38,2000
9,11,62,32,5.781655,4.786705,0.000038,0.246194,0.257377,38,2000
9,12,62,32,5.916404,4.785822,0.000025,0.012957,0.019012,38,2000
9,13,62,32,6.113490,4.785710,0.000023,0.101650,0.101498,38,2000
